epoch,step,train_auc_epoch,train_auc_step,train_loss_epoch,train_loss_step,val_auc,val_loss
0,49,,0.4427216351032257,,4.4733991622924805,,
0,99,,0.46557846665382385,,3.066962242126465,,
0,149,,0.3670511841773987,,2.656247854232788,,
0,199,,0.5073841214179993,,2.598008155822754,,
0,249,,0.449672132730484,,2.4412484169006348,,
0,299,,0.4441438615322113,,2.5211262702941895,,
0,349,,0.5207352638244629,,2.4338488578796387,,
0,399,,0.4356832504272461,,2.561633348464966,,
0,449,,0.5043944716453552,,2.4945435523986816,,
0,499,,0.49145951867103577,,2.4318385124206543,,
0,549,,0.5708553791046143,,2.0359203815460205,,
0,599,,0.5523509383201599,,2.224191427230835,,
0,649,,0.5027042031288147,,2.206770181655884,,
0,699,,0.5495986938476562,,1.9875602722167969,,
0,749,,0.6032290458679199,,2.025663375854492,,
0,799,,0.6140264272689819,,1.9651618003845215,,
0,849,,0.5820887684822083,,1.9541000127792358,,
0,899,,0.5048362016677856,,1.8460745811462402,,
0,949,,0.5048559308052063,,1.903740406036377,,
0,999,,0.6484266519546509,,1.9323971271514893,,
0,1049,,0.5426695346832275,,1.8962303400039673,,
0,1099,,0.6551778316497803,,2.038724422454834,,
0,1149,,0.5264533758163452,,1.8135442733764648,,
0,1199,,0.5948487520217896,,2.080453872680664,,
0,1249,,0.5664035677909851,,1.941917896270752,,
0,1299,,0.5094770193099976,,1.9549988508224487,,
0,1349,,0.6549471020698547,,1.5757230520248413,,
0,1399,,0.6234886646270752,,1.9151841402053833,,
0,1449,,0.6129596829414368,,2.1151692867279053,,
0,1499,,0.5363368988037109,,2.112043619155884,,
0,1549,,0.5530576705932617,,1.7325255870819092,,
0,1599,,0.5915402770042419,,1.967376947402954,,
0,1649,,0.7696806192398071,,2.140841245651245,,
0,1699,,0.5717880725860596,,1.9795485734939575,,
0,1749,,0.6403622031211853,,2.1318016052246094,,
0,1799,,0.7651758193969727,,2.001197576522827,,
0,1849,,0.6040172576904297,,1.7829298973083496,,
0,1899,,0.5484636425971985,,1.881678581237793,,
0,1949,,0.6036262512207031,,1.786285638809204,,
0,1999,,0.4679388403892517,,1.8540230989456177,,
0,2049,,0.6375983357429504,,1.6412906646728516,,
0,2099,,0.5699766278266907,,2.079197883605957,,
0,2149,,0.5938346982002258,,2.2769923210144043,,
0,2199,,0.5797169208526611,,1.739492416381836,,
0,2249,,0.6381737589836121,,1.7911876440048218,,
0,2299,,0.6199212074279785,,1.7934597730636597,,
0,2349,,0.6678035855293274,,1.9583767652511597,,
0,2399,,0.0,,1.0817755460739136,,
0,2399,,,,,0.6015253663063049,1.9304944276809692
0,2399,0.5620552897453308,,2.1935760974884033,,,
