epoch,step,train_auc_epoch,train_loss_epoch,val_auc,val_loss
0,0,,,0.03703703731298447,7.555079460144043
0,0,0.21560846269130707,7.326841354370117,,
1,1,,,0.03703703731298447,7.451386451721191
1,1,0.1071428507566452,7.224801540374756,,
2,2,,,0.03703703731298447,7.349458694458008
2,2,0.222310408949852,7.2247138023376465,,
3,3,,,0.03703703731298447,7.249374866485596
3,3,0.2052910029888153,6.842811107635498,,
