epoch,step,train_auc_epoch,train_auc_step,train_loss_epoch,train_loss_step,val_auc,val_loss
0,49,,0.26735037565231323,,3.8984901905059814,,
0,99,,0.47335952520370483,,3.0494325160980225,,
0,149,,0.29826948046684265,,2.494271993637085,,
0,199,,0.3912118971347809,,2.549811840057373,,
0,249,,0.293490469455719,,2.0890183448791504,,
0,299,,0.42939743399620056,,2.326263904571533,,
0,349,,0.3564278781414032,,2.2988669872283936,,
0,399,,0.3171032965183258,,2.416877269744873,,
0,449,,0.4298984110355377,,2.6047592163085938,,
0,499,,0.25906240940093994,,2.2570111751556396,,
0,549,,0.48598411679267883,,2.2438371181488037,,
0,599,,0.3958583176136017,,2.431183338165283,,
0,649,,0.4470530152320862,,1.8776110410690308,,
0,699,,0.4372173845767975,,2.0304808616638184,,
0,749,,0.4998230040073395,,2.3045923709869385,,
0,799,,0.5185451507568359,,2.420410394668579,,
0,849,,0.5778342485427856,,1.9856326580047607,,
0,899,,0.5819699764251709,,1.796973705291748,,
0,949,,0.39740195870399475,,1.7280486822128296,,
0,999,,0.5054112076759338,,2.554107666015625,,
0,1049,,0.444013386964798,,1.8139872550964355,,
0,1099,,0.5485380291938782,,1.9229146242141724,,
0,1149,,0.36476027965545654,,1.9068853855133057,,
0,1199,,0.5339656472206116,,2.1758694648742676,,
0,1249,,0.48640528321266174,,1.723494529724121,,
0,1299,,0.5013981461524963,,2.0015950202941895,,
0,1349,,0.4990200102329254,,2.142160177230835,,
0,1399,,0.5443607568740845,,1.8153456449508667,,
0,1449,,0.5918700695037842,,2.2230539321899414,,
0,1499,,0.6533170938491821,,1.911417007446289,,
0,1549,,0.5853646397590637,,2.012158155441284,,
0,1599,,0.654264509677887,,1.5372049808502197,,
0,1649,,0.462956964969635,,1.8879179954528809,,
0,1699,,0.5495507717132568,,1.9225342273712158,,
0,1749,,0.6020041108131409,,2.2413933277130127,,
0,1799,,0.5172991156578064,,1.7928979396820068,,
0,1849,,0.46049144864082336,,1.576286792755127,,
0,1899,,0.514662504196167,,1.670138955116272,,
