epoch,step,train_auc_epoch,train_auc_step,train_loss_epoch,train_loss_step,val_auc,val_loss
0,1949,,0.4958137571811676,,2.1985690593719482,,
0,1999,,0.6036916375160217,,1.7667021751403809,,
0,2049,,0.5558242797851562,,1.8106536865234375,,
0,2099,,0.4566831588745117,,2.0112786293029785,,
0,2149,,0.5858935713768005,,1.9599673748016357,,
0,2199,,0.570577085018158,,2.1131668090820312,,
0,2249,,0.5191184282302856,,2.2165286540985107,,
0,2299,,0.4826674461364746,,1.6994848251342773,,
0,2349,,0.49702516198158264,,1.8757412433624268,,
0,2399,,0.4565230906009674,,2.442483901977539,,
0,2449,,0.5959539413452148,,1.9152897596359253,,
0,2499,,0.5440186262130737,,1.775376319885254,,
0,2549,,0.5305721163749695,,2.1146199703216553,,
0,2599,,0.5321919918060303,,1.9544124603271484,,
0,2649,,0.4475225806236267,,2.18864369392395,,
0,2699,,0.5178412199020386,,1.5109994411468506,,
0,2749,,0.5647470951080322,,1.9031866788864136,,
0,2799,,0.3682677447795868,,1.5607433319091797,,
0,2849,,0.6576937437057495,,1.7436468601226807,,
0,2899,,0.4778120815753937,,2.2534141540527344,,
0,2949,,0.6124942898750305,,2.0939924716949463,,
0,2999,,0.4982682466506958,,2.131019115447998,,
0,3049,,0.5669344067573547,,1.6917908191680908,,
0,3099,,0.5420175194740295,,1.5267488956451416,,
0,3149,,0.5287101864814758,,1.7890311479568481,,
0,3199,,0.5040894746780396,,1.8101643323898315,,
0,3249,,0.5007564425468445,,2.486083984375,,
0,3299,,0.6258867979049683,,1.7815922498703003,,
0,3349,,0.5781940817832947,,1.9937416315078735,,
0,3399,,0.49541330337524414,,1.9271899461746216,,
0,3449,,0.5364792943000793,,1.7181662321090698,,
0,3499,,0.636512041091919,,1.9637956619262695,,
0,3549,,0.565090000629425,,1.737952709197998,,
0,3599,,0.5262851715087891,,1.960240125656128,,
0,3649,,0.5597530007362366,,1.9115220308303833,,
0,3699,,0.4121166467666626,,1.8063247203826904,,
0,3749,,0.6100443005561829,,1.7736899852752686,,
0,3799,,0.592929482460022,,1.805675983428955,,
0,3849,,0.4420255422592163,,1.6558750867843628,,
0,3899,,0.5392338037490845,,1.7945207357406616,,
0,3949,,0.5895959138870239,,2.2778100967407227,,
0,3999,,0.48162317276000977,,1.8649029731750488,,
0,4049,,0.44755518436431885,,2.0152525901794434,,
0,4099,,0.597166895866394,,1.384751558303833,,
0,4149,,0.5572748184204102,,1.5340301990509033,,
0,4199,,0.5056717991828918,,2.212658643722534,,
0,4249,,0.5804904699325562,,1.8663028478622437,,
0,4299,,0.5584836006164551,,2.4620442390441895,,
0,4349,,0.6040299534797668,,2.1686365604400635,,
0,4399,,0.5618491768836975,,1.9935795068740845,,
0,4449,,0.4611770808696747,,1.8086501359939575,,
0,4499,,0.6282110214233398,,2.1430275440216064,,
0,4549,,0.5138983130455017,,1.8032991886138916,,
0,4599,,0.5675449967384338,,1.8533852100372314,,
0,4649,,0.545329749584198,,1.4920436143875122,,
0,4699,,0.5984961986541748,,1.956055998802185,,
0,4749,,0.4622447192668915,,1.8733508586883545,,
0,4798,,,,,0.5638386607170105,1.9044312238693237
0,4798,0.5278333425521851,,2.029550075531006,,,
1,4799,,0.6039159297943115,,2.1585962772369385,,
1,4849,,0.48296505212783813,,1.9779433012008667,,
1,4899,,0.529530942440033,,1.8572025299072266,,
1,4949,,0.5896206498146057,,2.992349624633789,,
1,4999,,0.46284982562065125,,1.7149254083633423,,
1,5049,,0.5735878348350525,,2.1750857830047607,,
1,5099,,0.4063087999820709,,1.5537621974945068,,
1,5149,,0.8138197660446167,,1.9763600826263428,,
1,5199,,0.4958779513835907,,2.199615478515625,,
1,5249,,0.42531707882881165,,1.6286237239837646,,
1,5299,,0.5486384034156799,,1.4332387447357178,,
1,5349,,0.565319299697876,,1.644407033920288,,
1,5399,,0.6119138598442078,,2.1849589347839355,,
1,5449,,0.507429838180542,,2.1211934089660645,,
1,5499,,0.5923579931259155,,1.9386403560638428,,
1,5549,,0.5698482394218445,,2.056525468826294,,
1,5599,,0.4341346323490143,,1.4316694736480713,,
1,5649,,0.39268019795417786,,1.8623569011688232,,
1,5699,,0.5255476832389832,,1.5130125284194946,,
1,5749,,0.6576806902885437,,1.8211333751678467,,
1,5799,,0.4376279413700104,,2.092662811279297,,
1,5849,,0.5150812268257141,,1.8240443468093872,,
1,5899,,0.5327177047729492,,1.7805416584014893,,
1,5949,,0.4888669550418854,,1.945620059967041,,
1,5999,,0.5481564998626709,,2.2130677700042725,,
1,6049,,0.39367327094078064,,1.7964951992034912,,
1,6099,,0.6128618121147156,,1.804060697555542,,
1,6149,,0.6301800012588501,,1.9445700645446777,,
1,6199,,0.5105499625205994,,1.73045814037323,,
1,6249,,0.5397771596908569,,2.1877224445343018,,
1,6299,,0.7067105174064636,,2.14874529838562,,
1,6349,,0.5583413243293762,,1.4587615728378296,,
1,6399,,0.5285834670066833,,1.8835136890411377,,
1,6449,,0.5264155268669128,,1.8187096118927002,,
1,6499,,0.5956803560256958,,1.9321527481079102,,
1,6549,,0.7374163866043091,,2.358755588531494,,
1,6599,,0.5906655192375183,,1.6778502464294434,,
1,6649,,0.6214580535888672,,1.6901921033859253,,
1,6699,,0.5591568350791931,,1.9941773414611816,,
1,6749,,0.7173712849617004,,2.0731842517852783,,
1,6799,,0.6640673875808716,,2.1277451515197754,,
1,6849,,0.42533233761787415,,1.9536075592041016,,
1,6899,,0.45828068256378174,,1.9149339199066162,,
1,6949,,0.5304762721061707,,2.062446117401123,,
1,6999,,0.5198368430137634,,1.5368257761001587,,
1,7049,,0.6209365725517273,,2.3218488693237305,,
1,7099,,0.5936973094940186,,1.7852963209152222,,
1,7149,,0.45540332794189453,,2.0819156169891357,,
1,7199,,0.4307422637939453,,1.5415128469467163,,
1,7249,,0.6615097522735596,,2.3560032844543457,,
1,7299,,0.5379502773284912,,1.5991790294647217,,
1,7349,,0.5036759376525879,,1.6641430854797363,,
1,7399,,0.5594674348831177,,1.7630517482757568,,
1,7449,,0.5270934104919434,,1.4212486743927002,,
1,7499,,0.6106662750244141,,2.514681816101074,,
1,7549,,0.5651975870132446,,1.603010654449463,,
1,7599,,0.5983712077140808,,2.5615429878234863,,
1,7649,,0.36222532391548157,,1.9097480773925781,,
1,7699,,0.5146954655647278,,1.586625337600708,,
1,7749,,0.5081127882003784,,1.730033278465271,,
1,7799,,0.523248553276062,,1.8642823696136475,,
1,7849,,0.5904070734977722,,1.866881251335144,,
1,7899,,0.5816062688827515,,1.7108421325683594,,
